# time  ID  size  fromHost  toHost  TTL  isResponse
4900.5000 I0 10 c0 c9 300 N 
4900.5000 M9 77 c9 c0 300 N 
4900.5000 I9 10 c9 c19 300 N 
4900.5000 M5 31 c5 c23 300 N 
4900.5000 I5 10 c5 c30 300 N 
4900.5000 M12 96 c12 c33 300 N 
4900.5000 I12 10 c12 c32 300 N 
5600.5000 M5 88 c5 c2 300 N 
5600.5000 I5 10 c5 c29 300 N 
5600.5000 M13 41 c13 c0 300 N 
5600.5000 I13 10 c13 c30 300 N 
5600.5000 M14 66 c14 c6 300 N 
5600.5000 I14 10 c14 c9 300 N 
5600.5000 M8 16 c8 c34 300 N 
5600.5000 I8 10 c8 c33 300 N 
5600.5000 M4 72 c4 c3 300 N 
5600.5000 I4 10 c4 c7 300 N 
5600.5000 M11 30 c11 c17 300 N 
5600.5000 I11 10 c11 c30 300 N 
5600.5000 M3 70 c3 c2 300 N 
5600.5000 I3 10 c3 c5 300 N 
5600.5000 M0 60 c0 c0 300 N 
5600.5000 I0 10 c0 c18 300 N 
5600.5000 M2 34 c2 c21 300 N 
5600.5000 I2 10 c2 c11 300 N 
5600.5000 M9 60 c9 c18 300 N 
5600.5000 I9 10 c9 c27 300 N 
5600.5000 M7 69 c7 c3 300 N 
5600.5000 I7 10 c7 c33 300 N 
5600.5000 M12 52 c12 c0 300 N 
5600.5000 I12 10 c12 c25 300 N 
5600.5000 M6 17 c6 c38 300 N 
5600.5000 I6 10 c6 c35 300 N 
5600.5000 M1 93 c1 c3 300 N 
5600.5000 I1 10 c1 c26 300 N 
5600.5000 M10 52 c10 c24 300 N 
5600.5000 I10 10 c10 c22 300 N 
6300.5000 M7 11 c7 c17 300 N 
6300.5000 I7 10 c7 c10 300 N 
6300.5000 M11 83 c11 c22 300 N 
6300.5000 I11 10 c11 c7 300 N 
6300.5000 M8 21 c8 c23 300 N 
6300.5000 I8 10 c8 c22 300 N 
6300.5000 M4 25 c4 c37 300 N 
6300.5000 I4 10 c4 c23 300 N 
6300.5000 M2 45 c2 c9 300 N 
6300.5000 I2 10 c2 c17 300 N 
6300.5000 M0 39 c0 c38 300 N 
6300.5000 I0 10 c0 c36 300 N 
6300.5000 M14 45 c14 c23 300 N 
6300.5000 I14 10 c14 c10 300 N 
6300.5000 M12 88 c12 c23 300 N 
6300.5000 I12 10 c12 c35 300 N 
6300.5000 M1 84 c1 c6 300 N 
6300.5000 I1 10 c1 c15 300 N 
6300.5000 M5 42 c5 c35 300 N 
6300.5000 I5 10 c5 c30 300 N 
6300.5000 M13 26 c13 c13 300 N 
6300.5000 I13 10 c13 c17 300 N 
6300.5000 M3 12 c3 c3 300 N 
6300.5000 I3 10 c3 c8 300 N 
6300.5000 M10 26 c10 c18 300 N 
6300.5000 I10 10 c10 c33 300 N 
6300.5000 M9 67 c9 c7 300 N 
6300.5000 I9 10 c9 c28 300 N 
6300.5000 M6 31 c6 c27 300 N 
6300.5000 I6 10 c6 c14 300 N 
7000.5000 M3 73 c3 c25 300 N 
7000.5000 I3 10 c3 c10 300 N 
7000.5000 M0 23 c0 c9 300 N 
7000.5000 I0 10 c0 c24 300 N 
7000.5000 M4 15 c4 c16 300 N 
7000.5000 I4 10 c4 c6 300 N 
7000.5000 M14 40 c14 c32 300 N 
7000.5000 I14 10 c14 c21 300 N 
7000.5000 M8 52 c8 c14 300 N 
7000.5000 I8 10 c8 c6 300 N 
7000.5000 M1 95 c1 c35 300 N 
7000.5000 I1 10 c1 c38 300 N 
7000.5000 M5 82 c5 c8 300 N 
7000.5000 I5 10 c5 c19 300 N 
7000.5000 M9 79 c9 c38 300 N 
7000.5000 I9 10 c9 c9 300 N 
7000.5000 M10 27 c10 c7 300 N 
7000.5000 I10 10 c10 c15 300 N 
7000.5000 M2 47 c2 c6 300 N 
7000.5000 I2 10 c2 c36 300 N 
7000.5000 M12 79 c12 c5 300 N 
7000.5000 I12 10 c12 c0 300 N 
7000.5000 M13 20 c13 c25 300 N 
7000.5000 I13 10 c13 c4 300 N 
7000.5000 M7 66 c7 c16 300 N 
7000.5000 I7 10 c7 c19 300 N 
7000.5000 M11 79 c11 c3 300 N 
7000.5000 I11 10 c11 c32 300 N 
7000.5000 M6 64 c6 c0 300 N 
7000.5000 I6 10 c6 c27 300 N 
7700.5000 M9 24 c9 c1 300 N 
7700.5000 I9 10 c9 c15 300 N 
7700.5000 M3 50 c3 c21 300 N 
7700.5000 I3 10 c3 c13 300 N 
7700.5000 M12 69 c12 c37 300 N 
7700.5000 I12 10 c12 c24 300 N 
7700.5000 M2 78 c2 c21 300 N 
7700.5000 I2 10 c2 c0 300 N 
7700.5000 M1 80 c1 c31 300 N 
7700.5000 I1 10 c1 c14 300 N 
7700.5000 M7 33 c7 c15 300 N 
7700.5000 I7 10 c7 c32 300 N 
7700.5000 M5 25 c5 c24 300 N 
7700.5000 I5 10 c5 c25 300 N 
7700.5000 M13 36 c13 c27 300 N 
7700.5000 I13 10 c13 c13 300 N 
7700.5000 M11 35 c11 c37 300 N 
7700.5000 I11 10 c11 c24 300 N 
7700.5000 M8 39 c8 c27 300 N 
7700.5000 I8 10 c8 c6 300 N 
7700.5000 M0 83 c0 c37 300 N 
7700.5000 I0 10 c0 c11 300 N 
7700.5000 M6 98 c6 c28 300 N 
7700.5000 I6 10 c6 c34 300 N 
7700.5000 M4 53 c4 c21 300 N 
7700.5000 I4 10 c4 c0 300 N 
7700.5000 M10 23 c10 c4 300 N 
7700.5000 I10 10 c10 c31 300 N 
7700.5000 M14 55 c14 c3 300 N 
7700.5000 I14 10 c14 c13 300 N 
8400.5000 M6 24 c6 c35 300 N 
8400.5000 I6 10 c6 c27 300 N 
8400.5000 M1 21 c1 c25 300 N 
8400.5000 I1 10 c1 c8 300 N 
8400.5000 M13 33 c13 c18 300 N 
8400.5000 I13 10 c13 c31 300 N 
8400.5000 M10 38 c10 c16 300 N 
8400.5000 I10 10 c10 c32 300 N 
8400.5000 M4 83 c4 c14 300 N 
8400.5000 I4 10 c4 c22 300 N 
8400.5000 M8 43 c8 c33 300 N 
8400.5000 I8 10 c8 c13 300 N 
8400.5000 M11 86 c11 c29 300 N 
8400.5000 I11 10 c11 c31 300 N 
8400.5000 M12 25 c12 c30 300 N 
8400.5000 I12 10 c12 c23 300 N 
8400.5000 M7 18 c7 c29 300 N 
8400.5000 I7 10 c7 c0 300 N 
8400.5000 M3 56 c3 c4 300 N 
8400.5000 I3 10 c3 c31 300 N 
8400.5000 M0 51 c0 c19 300 N 
8400.5000 I0 10 c0 c26 300 N 
8400.5000 M9 84 c9 c28 300 N 
8400.5000 I9 10 c9 c26 300 N 
8400.5000 M14 31 c14 c10 300 N 
8400.5000 I14 10 c14 c13 300 N 
8400.5000 M2 19 c2 c12 300 N 
8400.5000 I2 10 c2 c26 300 N 
8400.5000 M5 62 c5 c3 300 N 
8400.5000 I5 10 c5 c8 300 N 
9100.5000 M9 63 c9 c13 300 N 
9100.5000 I9 10 c9 c16 300 N 
9100.5000 M1 72 c1 c32 300 N 
9100.5000 I1 10 c1 c30 300 N 
9100.5000 M12 45 c12 c4 300 N 
9100.5000 I12 10 c12 c24 300 N 
9100.5000 M3 92 c3 c13 300 N 
9100.5000 I3 10 c3 c31 300 N 
9100.5000 M5 47 c5 c12 300 N 
9100.5000 I5 10 c5 c28 300 N 
9100.5000 M0 74 c0 c33 300 N 
9100.5000 I0 10 c0 c12 300 N 
9100.5000 M10 76 c10 c8 300 N 
9100.5000 I10 10 c10 c35 300 N 
9100.5000 M13 95 c13 c24 300 N 
9100.5000 I13 10 c13 c2 300 N 
9100.5000 M11 39 c11 c4 300 N 
9100.5000 I11 10 c11 c38 300 N 
9100.5000 M7 72 c7 c24 300 N 
9100.5000 I7 10 c7 c10 300 N 
9100.5000 M6 44 c6 c35 300 N 
9100.5000 I6 10 c6 c13 300 N 
9100.5000 M2 84 c2 c6 300 N 
9100.5000 I2 10 c2 c24 300 N 
9100.5000 M14 96 c14 c4 300 N 
9100.5000 I14 10 c14 c32 300 N 
9100.5000 M4 96 c4 c11 300 N 
9100.5000 I4 10 c4 c35 300 N 
9100.5000 M8 48 c8 c18 300 N 
9100.5000 I8 10 c8 c35 300 N 
9800.5000 M3 52 c3 c10 300 N 
9800.5000 I3 10 c3 c15 300 N 
9800.5000 M6 71 c6 c6 300 N 
9800.5000 I6 10 c6 c32 300 N 
9800.5000 M1 98 c1 c17 300 N 
9800.5000 I1 10 c1 c9 300 N 
9800.5000 M0 36 c0 c5 300 N 
9800.5000 I0 10 c0 c33 300 N 
9800.5000 M4 42 c4 c8 300 N 
9800.5000 I4 10 c4 c0 300 N 
9800.5000 M14 97 c14 c34 300 N 
9800.5000 I14 10 c14 c35 300 N 
9800.5000 M5 44 c5 c6 300 N 
9800.5000 I5 10 c5 c14 300 N 
9800.5000 M12 42 c12 c0 300 N 
9800.5000 I12 10 c12 c10 300 N 
9800.5000 M11 52 c11 c17 300 N 
9800.5000 I11 10 c11 c12 300 N 
9800.5000 M9 63 c9 c13 300 N 
9800.5000 I9 10 c9 c16 300 N 
9800.5000 M8 27 c8 c36 300 N 
9800.5000 I8 10 c8 c10 300 N 
9800.5000 M10 82 c10 c21 300 N 
9800.5000 I10 10 c10 c1 300 N 
9800.5000 M7 36 c7 c6 300 N 
9800.5000 I7 10 c7 c1 300 N 
9800.5000 M2 53 c2 c27 300 N 
9800.5000 I2 10 c2 c25 300 N 
9800.5000 M13 47 c13 c37 300 N 
9800.5000 I13 10 c13 c12 300 N 
10500.5000 M4 96 c4 c5 300 N 
10500.5000 I4 10 c4 c5 300 N 
10500.5000 M6 36 c6 c37 300 N 
10500.5000 I6 10 c6 c2 300 N 
10500.5000 M14 79 c14 c27 300 N 
10500.5000 I14 10 c14 c28 300 N 
10500.5000 M3 95 c3 c21 300 N 
10500.5000 I3 10 c3 c23 300 N 
10500.5000 M11 19 c11 c7 300 N 
10500.5000 I11 10 c11 c32 300 N 
10500.5000 M13 37 c13 c8 300 N 
10500.5000 I13 10 c13 c15 300 N 
10500.5000 M10 52 c10 c23 300 N 
10500.5000 I10 10 c10 c35 300 N 
10500.5000 M8 14 c8 c14 300 N 
10500.5000 I8 10 c8 c27 300 N 
10500.5000 M9 27 c9 c5 300 N 
10500.5000 I9 10 c9 c5 300 N 
10500.5000 M1 67 c1 c14 300 N 
10500.5000 I1 10 c1 c32 300 N 
10500.5000 M5 93 c5 c20 300 N 
10500.5000 I5 10 c5 c19 300 N 
10500.5000 M7 95 c7 c34 300 N 
10500.5000 I7 10 c7 c3 300 N 
10500.5000 M0 14 c0 c6 300 N 
10500.5000 I0 10 c0 c34 300 N 
10500.5000 M12 86 c12 c4 300 N 
10500.5000 I12 10 c12 c35 300 N 
10500.5000 M2 14 c2 c33 300 N 
10500.5000 I2 10 c2 c11 300 N 
11200.5000 M4 72 c4 c6 300 N 
11200.5000 I4 10 c4 c25 300 N 
11200.5000 M2 57 c2 c12 300 N 
11200.5000 I2 10 c2 c11 300 N 
11200.5000 M12 39 c12 c34 300 N 
11200.5000 I12 10 c12 c7 300 N 
11200.5000 M7 92 c7 c38 300 N 
11200.5000 I7 10 c7 c8 300 N 
11200.5000 M5 56 c5 c4 300 N 
11200.5000 I5 10 c5 c20 300 N 
11200.5000 M10 71 c10 c21 300 N 
11200.5000 I10 10 c10 c36 300 N 
11200.5000 M1 28 c1 c31 300 N 
11200.5000 I1 10 c1 c37 300 N 
11200.5000 M6 19 c6 c37 300 N 
11200.5000 I6 10 c6 c19 300 N 
11200.5000 M3 33 c3 c0 300 N 
11200.5000 I3 10 c3 c5 300 N 
11200.5000 M8 14 c8 c32 300 N 
11200.5000 I8 10 c8 c25 300 N 
11200.5000 M13 82 c13 c22 300 N 
11200.5000 I13 10 c13 c16 300 N 
11200.5000 M11 60 c11 c17 300 N 
11200.5000 I11 10 c11 c26 300 N 
11200.5000 M14 89 c14 c23 300 N 
11200.5000 I14 10 c14 c8 300 N 
11200.5000 M9 97 c9 c28 300 N 
11200.5000 I9 10 c9 c18 300 N 
11200.5000 M0 85 c0 c24 300 N 
11200.5000 I0 10 c0 c5 300 N 
11900.5000 M9 36 c9 c28 300 N 
11900.5000 I9 10 c9 c8 300 N 
11900.5000 M14 57 c14 c15 300 N 
11900.5000 I14 10 c14 c10 300 N 
11900.5000 M12 69 c12 c36 300 N 
11900.5000 I12 10 c12 c28 300 N 
11900.5000 M11 34 c11 c5 300 N 
11900.5000 I11 10 c11 c29 300 N 
11900.5000 M6 30 c6 c32 300 N 
11900.5000 I6 10 c6 c17 300 N 
11900.5000 M1 80 c1 c16 300 N 
11900.5000 I1 10 c1 c11 300 N 
11900.5000 M3 48 c3 c26 300 N 
11900.5000 I3 10 c3 c12 300 N 
11900.5000 M8 11 c8 c11 300 N 
11900.5000 I8 10 c8 c0 300 N 
11900.5000 M4 11 c4 c22 300 N 
11900.5000 I4 10 c4 c33 300 N 
11900.5000 M10 93 c10 c14 300 N 
11900.5000 I10 10 c10 c21 300 N 
11900.5000 M0 43 c0 c19 300 N 
11900.5000 I0 10 c0 c14 300 N 
11900.5000 M7 31 c7 c26 300 N 
11900.5000 I7 10 c7 c35 300 N 
11900.5000 M2 10 c2 c24 300 N 
11900.5000 I2 10 c2 c28 300 N 
11900.5000 M5 13 c5 c34 300 N 
11900.5000 I5 10 c5 c10 300 N 
11900.5000 M13 50 c13 c38 300 N 
11900.5000 I13 10 c13 c25 300 N 
12600.5000 M6 87 c6 c21 300 N 
12600.5000 I6 10 c6 c0 300 N 
12600.5000 M10 65 c10 c2 300 N 
12600.5000 I10 10 c10 c20 300 N 
12600.5000 M3 62 c3 c10 300 N 
12600.5000 I3 10 c3 c32 300 N 
12600.5000 M7 59 c7 c8 300 N 
12600.5000 I7 10 c7 c17 300 N 
12600.5000 M12 13 c12 c9 300 N 
12600.5000 I12 10 c12 c2 300 N 
12600.5000 M4 42 c4 c22 300 N 
12600.5000 I4 10 c4 c3 300 N 
12600.5000 M8 86 c8 c9 300 N 
12600.5000 I8 10 c8 c27 300 N 
12600.5000 M9 42 c9 c36 300 N 
12600.5000 I9 10 c9 c37 300 N 
12600.5000 M14 60 c14 c24 300 N 
12600.5000 I14 10 c14 c10 300 N 
12600.5000 M5 94 c5 c22 300 N 
12600.5000 I5 10 c5 c5 300 N 
12600.5000 M11 38 c11 c5 300 N 
12600.5000 I11 10 c11 c7 300 N 
12600.5000 M1 34 c1 c34 300 N 
12600.5000 I1 10 c1 c15 300 N 
12600.5000 M13 19 c13 c21 300 N 
12600.5000 I13 10 c13 c20 300 N 
12600.5000 M0 49 c0 c24 300 N 
12600.5000 I0 10 c0 c20 300 N 
12600.5000 M2 72 c2 c38 300 N 
12600.5000 I2 10 c2 c26 300 N 
13300.5000 M4 49 c4 c8 300 N 
13300.5000 I4 10 c4 c6 300 N 
13300.5000 M9 51 c9 c31 300 N 
13300.5000 I9 10 c9 c30 300 N 
13300.5000 M0 60 c0 c8 300 N 
13300.5000 I0 10 c0 c17 300 N 
13300.5000 M7 29 c7 c13 300 N 
13300.5000 I7 10 c7 c12 300 N 
13300.5000 M10 42 c10 c21 300 N 
13300.5000 I10 10 c10 c5 300 N 
13300.5000 M13 31 c13 c8 300 N 
13300.5000 I13 10 c13 c19 300 N 
13300.5000 M6 74 c6 c12 300 N 
13300.5000 I6 10 c6 c11 300 N 
13300.5000 M11 75 c11 c34 300 N 
13300.5000 I11 10 c11 c25 300 N 
13300.5000 M3 75 c3 c29 300 N 
13300.5000 I3 10 c3 c11 300 N 
13300.5000 M8 85 c8 c35 300 N 
13300.5000 I8 10 c8 c15 300 N 
13300.5000 M2 53 c2 c10 300 N 
13300.5000 I2 10 c2 c13 300 N 
13300.5000 M12 43 c12 c0 300 N 
13300.5000 I12 10 c12 c35 300 N 
13300.5000 M5 43 c5 c22 300 N 
13300.5000 I5 10 c5 c36 300 N 
13300.5000 M1 80 c1 c10 300 N 
13300.5000 I1 10 c1 c6 300 N 
13300.5000 M14 94 c14 c14 300 N 
13300.5000 I14 10 c14 c7 300 N 
14000.5000 M10 62 c10 c8 300 N 
14000.5000 I10 10 c10 c24 300 N 
14000.5000 M13 41 c13 c1 300 N 
14000.5000 I13 10 c13 c16 300 N 
14000.5000 M7 72 c7 c13 300 N 
14000.5000 I7 10 c7 c20 300 N 
14000.5000 M12 82 c12 c17 300 N 
14000.5000 I12 10 c12 c31 300 N 
14000.5000 M3 93 c3 c6 300 N 
14000.5000 I3 10 c3 c2 300 N 
14000.5000 M5 81 c5 c33 300 N 
14000.5000 I5 10 c5 c5 300 N 
14000.5000 M4 11 c4 c35 300 N 
14000.5000 I4 10 c4 c38 300 N 
14000.5000 M11 57 c11 c2 300 N 
14000.5000 I11 10 c11 c21 300 N 
14000.5000 M8 16 c8 c19 300 N 
14000.5000 I8 10 c8 c6 300 N 
14000.5000 M9 70 c9 c7 300 N 
14000.5000 I9 10 c9 c27 300 N 
14000.5000 M1 97 c1 c29 300 N 
14000.5000 I1 10 c1 c3 300 N 
14000.5000 M6 93 c6 c30 300 N 
14000.5000 I6 10 c6 c4 300 N 
14000.5000 M0 12 c0 c12 300 N 
14000.5000 I0 10 c0 c36 300 N 
14000.5000 M14 23 c14 c2 300 N 
14000.5000 I14 10 c14 c17 300 N 
14000.5000 M2 65 c2 c5 300 N 
14000.5000 I2 10 c2 c32 300 N 
14700.5000 M10 62 c10 c23 300 N 
14700.5000 I10 10 c10 c9 300 N 
14700.5000 M2 20 c2 c29 300 N 
14700.5000 I2 10 c2 c9 300 N 
14700.5000 M5 85 c5 c38 300 N 
14700.5000 I5 10 c5 c26 300 N 
14700.5000 M12 85 c12 c33 300 N 
14700.5000 I12 10 c12 c6 300 N 
14700.5000 M8 70 c8 c14 300 N 
14700.5000 I8 10 c8 c29 300 N 
14700.5000 M1 59 c1 c11 300 N 
14700.5000 I1 10 c1 c2 300 N 
14700.5000 M7 28 c7 c25 300 N 
14700.5000 I7 10 c7 c5 300 N 
14700.5000 M14 71 c14 c30 300 N 
14700.5000 I14 10 c14 c18 300 N 
14700.5000 M0 65 c0 c32 300 N 
14700.5000 I0 10 c0 c6 300 N 
14700.5000 M6 53 c6 c7 300 N 
14700.5000 I6 10 c6 c33 300 N 
14700.5000 M9 62 c9 c2 300 N 
14700.5000 I9 10 c9 c10 300 N 
14700.5000 M4 41 c4 c5 300 N 
14700.5000 I4 10 c4 c12 300 N 
14700.5000 M11 85 c11 c34 300 N 
14700.5000 I11 10 c11 c25 300 N 
14700.5000 M13 45 c13 c14 300 N 
14700.5000 I13 10 c13 c0 300 N 
14700.5000 M3 61 c3 c7 300 N 
14700.5000 I3 10 c3 c37 300 N 
